Publisher	Series	Title	ERF Level	New GSL 95%[Types Needed]	New GSL 98%[Types Needed]	NGSL 95%[Types Needed]	NGSL 98%[Types Needed]	SEWK-J 95%[Types Needed]	SEWK-J 98%[Types Needed]	BNC/COCA 95%[Types Needed]	BNC/COCA 98%[Types Needed]
Abax
	Global Issues Narratives
		What Happened at Seacliffe	3	Off-List[8]	Off-List[89]	"2,415"	Off-List[15]	"7,556"	"20,926"	2	24
		What Rose Saw	2	Off-List[1]	Off-List[40]	"1,630"	Off-List[5]	"2,162"	"11,531"	2	3
		When the Sea Came In	3	Off-List[2]	Off-List[73]	"1,718"	Off-List[5]	"2,391"	"10,767"	2	2
		Wild Water	3	Off-List[18]	Off-List[117]	"2,511"	Off-List[15]	"9,438"	"15,609"	2	5
		Worm Juice	2	Off-List[3]	Off-List[27]	Off-List[1]	Off-List[6]	"13,069"	"14,703"	2	4
Independent
	Mid-frequency Readers
		A Christmas Carol (Level 1)	5	Off-List[490]	Off-List[1155]	Off-List[99]	Off-List[538]	"6,775"	"21,392"	3	5
		A Christmas Carol (Level 2)	6	Off-List[646]	Off-List[1422]	Off-List[204]	Off-List[775]	"8,489"	"35,326"	4	6
		A Christmas Carol (Level 3)	6	Off-List[665]	Off-List[1456]	Off-List[213]	Off-List[793]	"8,605"	"35,326"	4	6
		A Modest Proposal (Level 1)	5	Off-List[184]	Off-List[288]	Off-List[67]	Off-List[171]	"8,200"	"16,506"	3	5
		A Modest Proposal (Level 2)	6	Off-List[203]	Off-List[306]	Off-List[89]	Off-List[192]	"9,883"	"21,079"	4	6
		A Modest Proposal (Level 3)	6	Off-List[213]	Off-List[316]	Off-List[101]	Off-List[204]	"10,660"	"24,853"	4	7
		Alice's Adventures in Wonderland (Level 1)	5	Off-List[106]	Off-List[401]	"2,739"	Off-List[137]	"3,876"	"11,463"	3	5
		Alice's Adventures in Wonderland (Level 2)	6	Off-List[125]	Off-List[441]	Off-List[4]	Off-List[174]	"4,232"	"12,993"	3	6
		Alice's Adventures in Wonderland (Level 3)	6	Off-List[133]	Off-List[470]	Off-List[7]	Off-List[193]	"4,509"	"13,303"	3	6
		Glimpses of an Unfamiliar Japan (Level 1)	5	Off-List[1141]	Off-List[2493]	Off-List[449]	Off-List[1304]	"11,370"	"34,909"	5	11
		Glimpses of an Unfamiliar Japan (Level 2)	6	Off-List[1376]	Off-List[2971]	Off-List[615]	Off-List[1654]	"13,264"	"40,590"	5	10
		Glimpses of an Unfamiliar Japan (Level 3)	6	Off-List[1557]	Off-List[3353]	Off-List[749]	Off-List[1893]	"15,852"	"48,341"	6	13
		Metamorphosis (Level 1)	5	Off-List[73]	Off-List[433]	"2,417"	Off-List[104]	"3,123"	"5,659"	2	4
		Metamorphosis (Level 2)	6	Off-List[97]	Off-List[512]	"2,654"	Off-List[155]	"3,328"	"6,667"	2	4
		Metamorphosis (Level 3)	6	Off-List[106]	Off-List[541]	"2,680"	Off-List[190]	"3,452"	"7,344"	2	4
		More William	5	Off-List[662]	Off-List[1550]	Off-List[235]	Off-List[775]	"11,025"	"15,266"	4	6
		More William	6	Off-List[734]	Off-List[1726]	Off-List[295]	Off-List[939]	"11,025"	"19,200"	4	6
		More William	6	Off-List[795]	Off-List[1827]	Off-List[329]	Off-List[1045]	"11,025"	"22,309"	4	7
		The Adventures of Sherlock Holmes (Level 1)	5	Off-List[444]	Off-List[1460]	Off-List[42]	Off-List[603]	"5,301"	"11,482"	3	4
		The Adventures of Sherlock Holmes (Level 2)	6	Off-List[574]	Off-List[1745]	Off-List[103]	Off-List[840]	"5,950"	"12,921"	3	5
		The Adventures of Sherlock Holmes (Level 3)	6	Off-List[668]	Off-List[1945]	Off-List[153]	Off-List[1007]	"6,630"	"15,093"	3	6
		The Art of War (Level 1)	5	Off-List[219]	Off-List[521]	Off-List[63]	Off-List[257]	"20,596"	0[2]	5	Off-List[2]
		The Art of War (Level 2)	6	Off-List[290]	Off-List[617]	Off-List[111]	Off-List[362]	"35,255"	0[2]	7	Off-List[2]
		The Art of War (Level 3)	6	Off-List[321]	Off-List[648]	Off-List[126]	Off-List[392]	"39,509"	0[2]	8	Off-List[2]
		Wuthering Heights (Level 1)	5	Off-List[976]	Off-List[2311]	Off-List[334]	Off-List[1219]	"9,406"	"20,185"	4	5
		Wuthering Heights (Level 2)	6	Off-List[1119]	Off-List[2570]	Off-List[437]	Off-List[1479]	"10,790"	"25,802"	4	6
		Wuthering Heights (Level 3)	6	Off-List[1217]	Off-List[2833]	Off-List[507]	Off-List[1660]	"11,292"	"26,155"	4	7
	Special
		100 Days at Sea	2	Off-List[7]	Off-List[72]	"2,154"	Off-List[14]	"4,735"	"15,510"	2	5
		War Hero	4	Off-List[11]	Off-List[40]	"2,404"	Off-List[11]	"10,965"	"16,862"	2	4
Macmillan
	Macmillan Readers
		Adventures of Huckleberry Finn_ The	2	Off-List[4]	Off-List[45]	"1,998"	Off-List[7]	"5,694"	"11,548"	2	4
		Adventures of Tom Sawyer_ The	2	Off-List[17]	Off-List[68]	"2,665"	Off-List[16]	"12,602"	"19,924"	2	5
		Anna and the Fighter	2	Off-List[4]	Off-List[26]	"1,773"	Off-List[3]	"17,299"	"17,299"	1	4
		Anna Karenina	4	Off-List[5]	Off-List[123]	"1,912"	Off-List[9]	"4,095"	"13,133"	2	4
		Around the World in Eighty Days	1	Off-List[2]	Off-List[13]	"1,909"	Off-List[4]	"11,210"	"24,932"	2	3
		Billy Budd 	2	Off-List[16]	Off-List[59]	Off-List[4]	Off-List[21]	"13,121"	"22,309"	2	8
		Black Cat_ The	3	Off-List[5]	Off-List[44]	"2,056"	Off-List[8]	"2,851"	"14,724"	2	4
		Black Tulip_ The	2	Off-List[2]	Off-List[22]	"2,547"	Off-List[2]	"5,874"	"14,842"	2	9
		Bleak House	4	Off-List[8]	Off-List[107]	"1,920"	Off-List[13]	"11,210"	"14,252"	2	4
		Blue Fins 	1	Off-List[10]	Off-List[20]	Off-List[2]	Off-List[8]	"9,438"	"14,203"	5	6
		Bristol Murder	4	Off-List[3]	Off-List[53]	"2,170"	Off-List[4]	"8,605"	"13,003"	2	4
		Call of the Wild	3	Off-List[16]	Off-List[110]	"2,387"	Off-List[16]	"4,282"	"12,028"	2	5
		Canterville Ghost and Other Stories_ The	3	Off-List[23]	Off-List[107]	"2,755"	Off-List[25]	"4,585"	"12,107"	2	4
		Christmas Carol_ A	3	Off-List[8]	Off-List[62]	"2,598"	Off-List[9]	"6,369"	"39,415"	2	2
		Claws 	3	Off-List[2]	Off-List[24]	"1,948"	Off-List[2]	"4,570"	"12,948"	2	4
		Cut Glass Bowl and Other Stories_ The	4	Off-List[31]	Off-List[148]	"2,192"	Off-List[22]	"7,904"	"13,768"	2	5
		Daisy Miller	3	Off-List[8]	Off-List[78]	"1,988"	Off-List[13]	"9,406"	"62,593"	2	8
		Dangerous Journey	2	Off-List[1]	Off-List[16]	"1,996"	Off-List[2]	"11,531"	"14,624"	2	2
		David Copperfield	4	Off-List[4]	Off-List[97]	"1,817"	Off-List[11]	"11,210"	"31,559"	1	3
		Dr Jekyll and Mr Hyde	3	Off-List[1]	Off-List[36]	"1,747"	Off-List[1]	"11,758"	"37,649"	2	3
		Dracula 	4	Off-List[9]	Off-List[61]	"2,215"	Off-List[6]	"3,242"	"13,016"	2	7
		Emma 	4	Off-List[2]	Off-List[64]	"1,399"	Off-List[4]	"11,210"	"12,690"	1	2
		Enchanted April_ The	4	Off-List[9]	Off-List[83]	"1,727"	Off-List[11]	"11,680"	"23,628"	1	2
		Far from the Madding Crowd	3	Off-List[12]	Off-List[109]	"2,033"	Off-List[17]	"11,210"	"45,969"	2	4
		Frankenstein	3	Off-List[1]	Off-List[37]	"1,727"	Off-List[3]	"2,391"	"6,806"	2	3
		Gandhi	3	Off-List[12]	Off-List[106]	"2,198"	Off-List[18]	"10,612"	"20,878"	2	3
		Goldfinger	4	Off-List[43]	Off-List[233]	"2,466"	Off-List[62]	"11,210"	"24,761"	4	33
		Good Wives 	2	1788	Off-List[17]	"1,563"	"2,582"	"13,149"	"14,252"	1	2
		Great Expectations	4	Off-List[28]	Off-List[180]	"2,361"	Off-List[41]	"9,406"	"23,016"	2	5
		Gulliver's Travel in Lilliput	1	Off-List[1]	Off-List[7]	Off-List[1]	Off-List[2]	"1,952"	"5,002"	2	4
		Hamlet 	4	Off-List[56]	Off-List[229]	Off-List[8]	Off-List[84]	"12,270"	"20,941"	5	7
		Hawk-eye_ the Pathfinder	2	Off-List[9]	Off-List[34]	"2,734"	Off-List[11]	"13,003"	"34,137"	4	18
		Heidi	3	Off-List[14]	Off-List[83]	"2,638"	Off-List[21]	"5,694"	"15,032"	2	4
		House on the Hill_ The	2	1983	Off-List[14]	"1,259"	"2,203"	"10,746"	"13,225"	1	2
		Importance of Being Earnest_ The	4	Off-List[50]	Off-List[238]	Off-List[1]	Off-List[76]	"11,210"	"57,098"	2	7
		In The Frame	1	1694	Off-List[3]	895	Off-List[1]	"1,987"	"12,886"	2	4
		Jane Eyre 	2	2184	Off-List[28]	"1,510"	"2,777"	"11,210"	"12,690"	1	2
		King Arthur and the Knights of the Round Table	4	Off-List[26]	Off-List[134]	Off-List[1]	Off-List[34]	"4,134"	"26,528"	3	5
		L. A. Movie	4	Off-List[21]	Off-List[205]	"2,023"	Off-List[33]	"3,722"	"14,329"	2	4
		L. A. Winners	3	Off-List[6]	Off-List[48]	"2,058"	Off-List[7]	"3,897"	"8,799"	2	5
		L.A. Detective	1	1577	Off-List[2]	"1,010"	"1,932"	"16,622"	"19,188"	1	1
		L.A. Raid 	2	Off-List[7]	Off-List[31]	Off-List[2]	Off-List[12]	"3,442"	"11,960"	2	4
		Last Leaf & Other Stories_ The	2	Off-List[5]	Off-List[60]	"1,936"	Off-List[14]	"9,406"	"13,311"	2	5
		Last of the Mohicans_ The	2	Off-List[4]	Off-List[22]	"1,759"	Off-List[4]	"9,165"	"30,022"	2	5
		Legends of Sleepy Hollow and Rip Van Winkle_ The 	3	Off-List[8]	Off-List[81]	"2,191"	Off-List[14]	"4,975"	"32,555"	2	5
		Little Women	2	Off-List[1]	Off-List[29]	"1,811"	Off-List[2]	"14,234"	"14,252"	1	2
		Long Tunnel_ The	2	Off-List[10]	Off-List[41]	"2,722"	Off-List[7]	"10,746"	"15,856"	2	4
		Lorna Doone 	2	2017	Off-List[22]	"1,578"	"2,413"	"2,361"	"11,512"	1	2
		Lost Ship_ The	1	Off-List[5]	Off-List[13]	Off-List[1]	Off-List[3]	"1,623"	"3,014"	2	4
		Lost World_ The	3	Off-List[8]	Off-List[65]	"2,169"	Off-List[9]	"3,857"	"10,125"	2	6
		Love by Design	3	Off-List[2]	Off-List[61]	"1,642"	Off-List[2]	"12,602"	"15,503"	2	2
		Lucky Number	1	Off-List[3]	Off-List[8]	"2,629"	Off-List[2]	"12,916"	"12,916"	2	4
		Macbeth	4	Off-List[123]	Off-List[341]	Off-List[19]	Off-List[135]	"5,921"	"26,210"	4	6
		Magic Barber_ The	1	Off-List[5]	Off-List[13]	Off-List[1]	Off-List[4]	"3,031"	"7,340"	2	5
		Marco 	2	Off-List[1]	Off-List[23]	"1,847"	Off-List[2]	"15,267"	"15,267"	1	3
		Meet Me In Istanbul	4	Off-List[4]	Off-List[66]	"1,847"	Off-List[13]	"7,265"	"12,602"	2	5
		Merchant of Venice_ The	4	Off-List[31]	Off-List[207]	"2,638"	Off-List[49]	"4,495"	"22,157"	2	5
		Michael Jackson: The King of Pop	3	2416	Off-List[115]	"1,788"	Off-List[5]	"11,531"	"16,903"	2	4
		Middlemarch	4	Off-List[3]	Off-List[117]	"1,705"	Off-List[8]	"4,734"	"14,714"	2	3
		Mill on the Floss_ The	2	1864	Off-List[15]	"1,378"	"2,691"	"12,442"	"12,602"	1	2
		Moby Dick	4	Off-List[43]	Off-List[186]	Off-List[2]	Off-List[42]	"4,605"	"33,216"	3	6
		Money for a Motorbike	2	Off-List[7]	Off-List[35]	Off-List[2]	Off-List[11]	"5,257"	"13,003"	2	6
		Much Ado About Nothing	4	Off-List[23]	Off-List[126]	"2,669"	Off-List[24]	"3,242"	"19,765"	2	5
		Nelson Mandela	3	Off-List[16]	Off-List[107]	"1,888"	Off-List[16]	"9,385"	"17,895"	2	3
		Newspaper Boy	2	Off-List[3]	Off-List[23]	"1,825"	Off-List[1]	"15,931"	"15,931"	2	3
		Northanger Abbey	2	2143	Off-List[20]	"1,366"	Off-List[1]	"13,808"	"16,180"	1	2
		Officially Dead	4	Off-List[30]	Off-List[216]	"2,117"	Off-List[36]	"5,874"	"13,629"	2	4
		Oliver Twist	4	Off-List[19]	Off-List[93]	"2,448"	Off-List[21]	"13,871"	"26,715"	2	5
		Our Mutual Friend	4	Off-List[8]	Off-List[132]	"1,746"	Off-List[9]	"9,406"	"18,025"	2	9
		Owl Creek Bridge and Other Stories	3	Off-List[27]	Off-List[141]	"2,459"	Off-List[29]	"3,855"	"14,742"	2	5
		Owl Hall	3	Off-List[2]	Off-List[81]	"1,972"	Off-List[10]	"12,645"	"16,530"	2	4
		Persuasion	3	1705	Off-List[37]	"1,329"	"2,669"	"9,406"	"12,960"	1	2
		Phantom of the Opera_ The	2	Off-List[7]	Off-List[35]	"2,203"	Off-List[6]	"4,147"	"21,126"	2	4
		Photo Finish	1	Off-List[5]	Off-List[17]	Off-List[1]	Off-List[5]	"4,562"	"12,886"	2	5
		Picture of Dorian Grey_ The	3	Off-List[8]	Off-List[56]	"1,847"	Off-List[2]	"6,027"	"14,721"	2	8
		Picture Puzzle	2	Off-List[2]	Off-List[18]	"1,863"	Off-List[5]	"13,149"	"13,543"	2	5
		Pride and Prejudice	4	Off-List[4]	Off-List[67]	"1,554"	Off-List[9]	"12,499"	"17,547"	1	2
		Princess Diana 	2	2217	Off-List[50]	"1,563"	Off-List[4]	"14,283"	"15,266"	2	3
		Promise_ The	3	Off-List[4]	Off-List[54]	"1,728"	Off-List[7]	"4,172"	"17,385"	2	3
		Queen of Death_ The	4	Off-List[6]	Off-List[81]	"2,557"	Off-List[19]	"11,512"	"35,920"	4	19
		Quest_ The	3	Off-List[13]	Off-List[68]	"2,541"	Off-List[14]	"5,874"	"25,697"	2	5
		Rebecca	4	Off-List[3]	Off-List[130]	"1,789"	Off-List[15]	"4,337"	"15,266"	2	6
		Red and the Black_ The	4	Off-List[16]	Off-List[123]	"2,638"	Off-List[32]	"13,750"	"19,157"	3	5
		Rich Man_ Poor Man	2	1777	Off-List[7]	"1,585"	Off-List[1]	"2,512"	"7,120"	1	2
		Robin Hood	3	Off-List[16]	Off-List[82]	Off-List[3]	Off-List[24]	"5,081"	"14,157"	5	6
		Robinson Crusoe	3	Off-List[8]	Off-List[71]	"2,260"	Off-List[15]	"2,492"	"5,081"	2	4
		Romeo & Juliet	3	Off-List[38]	Off-List[161]	Off-List[1]	Off-List[41]	"10,552"	"29,148"	2	5
		Room 13 and Other Ghost Stories	3	Off-List[13]	Off-List[84]	"2,629"	Off-List[19]	"4,570"	"12,503"	2	6
		Secret Garden_ The 	3	Off-List[14]	Off-List[116]	"1,969"	Off-List[21]	"11,210"	"14,138"	1	4
		Selected Short Stories by D H Lawrence	3	Off-List[32]	Off-List[171]	"2,669"	Off-List[31]	"6,603"	"19,981"	2	6
		Sense and Sensibility	4	Off-List[1]	Off-List[66]	"1,524"	Off-List[6]	"12,772"	"22,362"	1	2
		Seven Stories of Mystery and Horror	3	Off-List[35]	Off-List[144]	"2,688"	Off-List[32]	"2,526"	"11,210"	2	4
		Shooting Stars	1	2314	Off-List[8]	"1,440"	Off-List[1]	"12,123"	"12,886"	2	13
		Signalman and Ghost at the Trial_ The	2	Off-List[8]	Off-List[29]	"2,602"	Off-List[3]	"4,038"	"8,470"	2	6
		Silver Blaze and Other Stories	3	Off-List[12]	Off-List[79]	"2,654"	Off-List[15]	"7,020"	"14,724"	4	5
		Ski Race 	1	Off-List[8]	Off-List[22]	"2,591"	Off-List[5]	"6,878"	"13,135"	2	4
		Smuggler_ The	4	Off-List[11]	Off-List[107]	"2,369"	Off-List[15]	"4,601"	"19,068"	4	4
		Space Invaders_ The	4	Off-List[7]	Off-List[42]	Off-List[1]	Off-List[13]	"5,893"	"34,245"	4	10
		Speckled Band and Other Stories_ The	4	Off-List[12]	Off-List[85]	"1,939"	Off-List[16]	"6,365"	"12,658"	2	5
		Story of the Olympics: An Unofficial History_ The	3	Off-List[31]	Off-List[125]	Off-List[2]	Off-List[40]	"6,504"	"17,408"	3	5
		Stranger_ The	3	2037	Off-List[28]	"1,343"	Off-List[2]	"12,175"	"13,133"	1	2
		Tale of Two Cities_ A	2	2408	Off-List[22]	"1,675"	Off-List[3]	"11,937"	"35,920"	3	8
		Tales of Horror	3	Off-List[11]	Off-List[67]	"2,606"	Off-List[9]	"3,091"	"12,446"	2	3
		Tenant of Wildfell Hall_ The	3	2252	Off-List[59]	"1,478"	Off-List[3]	"3,118"	"11,680"	1	2
		This is London	2	Off-List[6]	Off-List[56]	"2,164"	Off-List[13]	"11,680"	"28,000"	3	6
		Three Musketeers_ The	2	Off-List[2]	Off-List[26]	"1,874"	Off-List[6]	"12,960"	"23,497"	2	9
		Treasure Island	3	Off-List[19]	Off-List[85]	Off-List[1]	Off-List[18]	"6,642"	"23,650"	4	7
		Treasure of Monte Cristo_ The	3	Off-List[20]	Off-List[117]	"2,415"	Off-List[24]	"4,360"	"18,195"	2	5
		Trumpet-Major_ The	2	Off-List[1]	Off-List[29]	"1,600"	Off-List[4]	"11,352"	"12,960"	2	3
		Truth Machine_ The	2	Off-List[4]	Off-List[15]	"1,760"	Off-List[1]	"9,406"	"15,953"	3	4
		Umbrella_ The	1	Off-List[2]	Off-List[8]	Off-List[1]	Off-List[1]	"16,613"	"16,613"	2	5
		Vanity Fair	4	Off-List[30]	Off-List[203]	"2,136"	Off-List[56]	"4,286"	"12,690"	2	4
		Washington Square	2	1777	Off-List[14]	"1,106"	"2,777"	"13,636"	"13,808"	1	2
		White Fang	3	Off-List[11]	Off-List[69]	"2,318"	Off-List[8]	"5,975"	"7,299"	5	8
		Wizard of Oz_ The	3	Off-List[5]	Off-List[62]	"2,007"	Off-List[13]	"3,034"	"7,859"	4	7
		Woman in Black_ The	3	Off-List[16]	Off-List[86]	"2,260"	Off-List[21]	"3,208"	"11,680"	3	7
		Woman Who Disappeared_ The	4	Off-List[1]	Off-List[49]	"1,772"	Off-List[5]	"2,587"	"13,003"	2	4
		Woodlanders_ The	4	Off-List[9]	Off-List[84]	Off-List[1]	Off-List[18]	"5,478"	"23,582"	2	4
		Wuthering Heights	4	Off-List[6]	Off-List[83]	"1,817"	Off-List[13]	"7,473"	"26,155"	2	4
	Read Smart Readers
		Bradfield Push_ The - New Sherlock Holmes 1	4	2015	Off-List[19]	"1,259"	"2,638"	"1,955"	"5,081"	1	2
		Click and Other Japanese Tales	4	2077	Off-List[52]	"1,432"	Off-List[2]	"2,366"	"9,406"	2	4
		Danger Road	4	Off-List[2]	Off-List[15]	"2,111"	Off-List[7]	"12,675"	"12,676"	2	4
		Haircuts and Another Japanese Tale	4	2067	Off-List[51]	"1,393"	Off-List[1]	"2,084"	"11,210"	1	2
		Motorcycle Girl	4	Off-List[3]	Off-List[14]	Off-List[1]	Off-List[7]	"4,949"	"15,839"	2	33
		Story of the Kennedys_ The	5	Off-List[62]	Off-List[314]	"2,763"	Off-List[126]	"12,229"	"27,088"	3	5
		The Missing Character	4	Off-List[3]	Off-List[18]	"2,113"	Off-List[7]	"27,806"	"47,290"	2	11
		World of Anne of Green Gables_ The	4	2457	Off-List[60]	"1,642"	Off-List[6]	"12,960"	"14,283"	2	3
MPI
	Building Blocks Library
		Amy's Song	1	Off-List[1]	Off-List[2]	"1,664"	"2,180"	"13,149"	"13,149"	2	4
		And First Prize Goes to	2	Off-List[1]	Off-List[7]	"2,003"	"2,129"	"14,330"	"16,379"	12	12
		Ben Has Ten Pens	1	Off-List[1]	Off-List[1]	"2,318"	"2,318"	"14,203"	"16,622"	2	2
		Chores Are Stupid!	2	Off-List[2]	Off-List[17]	"2,023"	Off-List[1]	"12,602"	"12,602"	1	3
		DANGER! KEEP OUT!	2	Off-List[2]	Off-List[13]	"2,014"	Off-List[2]	"6,669"	"12,602"	2	4
		Dog Wash	2	Off-List[6]	Off-List[17]	"2,292"	Off-List[1]	"13,149"	"16,379"	2	12
		Double Take	2	Off-List[6]	Off-List[32]	"2,557"	Off-List[5]	"7,120"	"12,676"	3	8
		Downhill Race	1	Off-List[4]	Off-List[13]	"1,664"	Off-List[1]	"12,602"	"20,782"	1	1
		Drop the Ball Bob!	1	Off-List[1]	Off-List[3]	Off-List[1]	Off-List[1]	"12,602"	"13,149"	8	8
		Easy Come Easy Go	2	Off-List[4]	Off-List[65]	"2,081"	Off-List[10]	"6,669"	"12,079"	2	8
		Extreme Fire Danger	2	Off-List[13]	Off-List[58]	"2,269"	Off-List[9]	"13,149"	"16,379"	3	12
		First Day at School	1	2184	Off-List[3]	987	"2,129"	"16,379"	"16,379"	12	12
		Flea and Bee	1	Off-List[4]	Off-List[6]	Off-List[1]	Off-List[2]	"6,528"	"6,528"	7	7
		Fox and Bug	1	Off-List[3]	Off-List[3]	Off-List[3]	Off-List[3]	"4,111"	"4,111"	6	6
		Get Up Pup!	1	Off-List[1]	Off-List[2]	Off-List[1]	Off-List[2]	"6,369"	"7,556"	2	2
		Good Sports	2	Off-List[6]	Off-List[47]	"2,160"	Off-List[7]	"12,602"	"20,782"	2	4
		Is It?	1	Off-List[2]	Off-List[3]	Off-List[2]	Off-List[3]	"15,450"	"15,450"	4	Off-List[1]
		It's Natalie Nevada!	1	Off-List[1]	Off-List[3]	"2,660"	Off-List[1]	"13,149"	"13,149"	8	8
		Jay's Great Idea	2	Off-List[3]	Off-List[14]	"2,129"	Off-List[1]	"6,669"	"6,669"	5	8
		Kat's Decision	2	Off-List[13]	Off-List[93]	"2,023"	Off-List[21]	"16,274"	"22,068"	2	12
		Kat's Surprise	1	Off-List[1]	Off-List[5]	"1,824"	"2,617"	"16,379"	"17,356"	8	12
		Ken and Tim	1	Off-List[1]	Off-List[2]	Off-List[1]	Off-List[2]	"19,957"	"19,957"	2	7
		Lick! Lick! Yummy!	1	Off-List[6]	Off-List[12]	Off-List[2]	Off-List[7]	"12,079"	"12,602"	4	9
		Lost	2	Off-List[9]	Off-List[24]	"2,088"	Off-List[5]	"11,565"	"13,149"	2	8
		Max and Min	1	Off-List[2]	Off-List[2]	Off-List[2]	Off-List[2]	"18,087"	"18,087"	13	13
		Meet the Mummy	1	1983	Off-List[6]	"1,245"	Off-List[1]	"12,446"	"15,988"	8	8
		Mice Like Rice	1	Off-List[1]	Off-List[2]	"2,692"	"2,692"	"3,909"	"13,543"	2	2
		Mom Dad and Tom	1	Off-List[3]	Off-List[3]	Off-List[2]	Off-List[2]	"12,602"	"12,602"	2	2
		Mysterious Alex	2	Off-List[10]	Off-List[64]	"2,160"	Off-List[11]	"12,480"	"13,283"	2	9
		Nat Likes Nuts	1	Off-List[5]	Off-List[7]	Off-List[5]	Off-List[7]	"15,450"	"15,450"	6	9
		Nobody Understands Me!	2	Off-List[6]	Off-List[54]	"1,989"	Off-List[4]	"12,079"	"12,079"	2	5
		Octopus Attack! 	1	Off-List[1]	Off-List[3]	Off-List[1]	Off-List[2]	"12,602"	"13,149"	2	9
		Out of Control	2	Off-List[18]	Off-List[98]	"2,180"	Off-List[35]	"12,480"	"13,149"	2	6
		Outback Adventure	2	Off-List[29]	Off-List[91]	"2,680"	Off-List[27]	"6,669"	"12,415"	5	8
		Punk Pop Hip and Hop	1	Off-List[6]	Off-List[9]	Off-List[1]	Off-List[3]	"1,712"	"2,177"	3	6
		Rich Girls	2	Off-List[5]	Off-List[54]	"1,824"	Off-List[7]	"13,149"	"13,283"	2	5
		Ring Ring... No Answer	1	2184	Off-List[4]	987	"2,129"	"12,079"	"17,144"	8	8
		School's Out	2	Off-List[2]	Off-List[49]	"1,851"	Off-List[8]	"12,415"	"16,379"	8	12
		Snack Attack	1	Off-List[14]	Off-List[18]	Off-List[10]	Off-List[14]	"6,669"	"6,669"	8	8
		Storm Warning!	2	Off-List[8]	Off-List[34]	"2,719"	Off-List[11]	"3,067"	"12,079"	2	8
		Stranger Danger	2	2485	Off-List[20]	"2,215"	Off-List[2]	"9,585"	"13,149"	2	6
		That's Life! 	2	Off-List[5]	Off-List[69]	"2,125"	Off-List[8]	"12,079"	"16,274"	2	6
		The Bees Knees	1	Off-List[1]	Off-List[2]	Off-List[1]	Off-List[1]	"1,327"	"2,289"	2	2
		The Big Wig	1	Off-List[1]	Off-List[1]	Off-List[1]	Off-List[1]	"12,675"	"12,675"	6	6
		The Dog and the Cat	1	2135	2135	"2,329"	"2,329"	"1,609"	"1,609"	1	1
		The New Teacher 	1	1719	Off-List[3]	988	"2,796"	"11,331"	"13,149"	1	8
		The Red Mat	1	Off-List[2]	Off-List[6]	"1,811"	Off-List[2]	"19,957"	"19,957"	1	4
		The Visit	2	Off-List[1]	Off-List[29]	"2,129"	Off-List[5]	"8,049"	"16,379"	5	12
		Tig Likes to Dig	1	Off-List[3]	Off-List[5]	Off-List[2]	Off-List[4]	"21,888"	"21,888"	6	8
		Tom Kicks a Can	1	Off-List[2]	Off-List[4]	"1,728"	"2,415"	"12,602"	"12,602"	2	2
		Trouble for Tom	2	2263	Off-List[15]	"1,305"	"2,159"	"12,602"	"12,602"	2	6
		Try Out for the Musical!	2	2184	Off-List[11]	"1,628"	Off-List[2]	"12,079"	"13,149"	2	8
		Txt Msg	1	1983	Off-List[3]	"1,026"	"1,820"	"15,988"	"16,379"	9	12
		We want Ice Cream !	1	Off-List[1]	Off-List[3]	"2,386"	Off-List[2]	"2,380"	"2,628"	4	5
		Where's Liam?	1	Off-List[1]	Off-List[4]	"1,664"	"2,617"	"16,379"	"17,356"	2	12
		White Water	2	Off-List[29]	Off-List[100]	Off-List[1]	Off-List[27]	"7,522"	"15,637"	6	8
		Who's There? 	1	Off-List[1]	Off-List[8]	"1,665"	Off-List[1]	"13,149"	"13,149"	8	12
Oxford University Press
	Dominoes 2nd Edition
		Drive to Dubai The	2	2229	Off-List[19]	"1,586"	Off-List[3]	"1,523"	"2,918"	2	4
		From the Heart	2	1877	Off-List[15]	"1,630"	Off-List[1]	"2,492"	"12,690"	1	2
		Housemates	2	2371	Off-List[23]	"1,678"	Off-List[6]	"5,613"	"17,299"	1	6
		Mystery in Muscat	2	2047	Off-List[14]	"1,383"	Off-List[1]	"5,053"	"13,960"	1	2
		Pretty Face A	1	1941	Off-List[13]	"1,391"	Off-List[2]	"14,329"	"16,617"	2	3
		Studio Five	2	1440	Off-List[6]	"1,329"	"2,007"	"9,406"	"12,618"	1	2
		V is for Vampire	2	2088	Off-List[39]	"1,563"	Off-List[4]	"14,497"	"16,331"	1	2
	Oxford Bookworms Library
		Adventures of Tom Sawyer The	2	Off-List[4]	Off-List[15]	"2,592"	Off-List[4]	"11,531"	"19,924"	2	3
		Agatha Christie Woman of Mystery	2	Off-List[1]	Off-List[39]	"1,384"	Off-List[2]	"4,562"	"16,497"	2	2
		Aladdin and the Enchanted Lamp	2	Off-List[2]	Off-List[16]	"2,423"	Off-List[3]	"1,717"	"7,733"	2	5
		Alice's Adventures in Wonderland	2	Off-List[6]	Off-List[44]	"1,874"	Off-List[8]	"2,237"	"7,716"	2	5
		American Crime Stories	5	Off-List[46]	Off-List[282]	"2,354"	Off-List[53]	"3,854"	"12,829"	2	5
		Anne of Green Gables	2	1979	Off-List[26]	"1,378"	Off-List[1]	"12,960"	"29,560"	1	2
		As the Inspector Said and Other Stories	3	Off-List[7]	Off-List[73]	"2,031"	Off-List[12]	"4,379"	"16,747"	2	5
